** CONVERTED FROM .\sub_1.edf using edfapi 4.2.762.0 Windows   standalone Jul 20 2023 on Thu May 23 13:58:22 2024
** DATE: Thu May 23 11:18:17 2024
** TYPE: EDF_FILE BINARY EVENT SAMPLE TAGGED
** VERSION: EYELINK II 1
** SOURCE: EYELINK CL
** EYELINK II CL v6.14 Mar  6 2020 (EyeLink Portable Duo)
** CAMERA: EyeLink USBCAM Version 1.01
** SERIAL NUMBER: CLU-DBC07
** CAMERA_CONFIG: DBC07200.SCD
**

MSG	2434853 !CAL VALIDATION HV9 LR LEFT  POOR ERROR 0.51 avg. 2.29 max  OFFSET 0.38 deg. 3.5,14.3 pix.
MSG	2434853 !CAL VALIDATION HV9 LR RIGHT POOR ERROR 0.39 avg. 2.14 max  OFFSET 0.27 deg. -3.3,10.0 pix.
MSG	2439429 TRIAL 0 ITEM 910 WORD 1 Ser? RIGHT_BOUNDARY 193
MSG	2439429 TRIAL 0 ITEM 910 WORD 2 feliz RIGHT_BOUNDARY 301
MSG	2439429 TRIAL 0 ITEM 910 WORD 3 cuando RIGHT_BOUNDARY 428
MSG	2439429 TRIAL 0 ITEM 910 WORD 4 me RIGHT_BOUNDARY 481
MSG	2439429 TRIAL 0 ITEM 910 WORD 5 pagues RIGHT_BOUNDARY 607
MSG	2439429 TRIAL 0 ITEM 910 WORD 6 los RIGHT_BOUNDARY 679
MSG	2439430 TRIAL 0 ITEM 910 WORD 7 pesos RIGHT_BOUNDARY 787
MSG	2439430 TRIAL 0 ITEM 910 WORD 8 que RIGHT_BOUNDARY 859
MSG	2439430 TRIAL 0 ITEM 910 WORD 9 me RIGHT_BOUNDARY 913
MSG	2439430 TRIAL 0 ITEM 910 WORD 10 debes. RIGHT_BOUNDARY 1035
MSG	2442364 RECCFG CR 1000 2 1 LR
MSG	2442364 ELCLCFG BTABLER
MSG	2442364 GAZE_COORDS 0.00 0.00 1920.00 1080.00
MSG	2442364 THRESHOLDS L 76 222  R 86 219
MSG	2442364 ELCL_WINDOW_SIZES 160 160 0 0
MSG	2442364 CAMERA_LENS_FOCAL_LENGTH 27.00 
MSG	2442364 ELCL_PROC CENTROID (3)
MSG	2442364 ELCL_PCR_PARAM 5 3.0
START	2442365 	LEFT	RIGHT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	LEFT	RIGHT	RATE	1000.00	TRACKING	CR	FILTER	2
SAMPLES	GAZE	LEFT	RIGHT	RATE	1000.00	TRACKING	CR	FILTER	2
MSG	2442365 !MODE RECORD CR 1000 2 1 LR
2442365	  959.7	  557.0	  583.0	  959.5	  549.7	  604.0	.....
2442366	  959.8	  557.0	  583.0	  959.8	  549.7	  604.0	.....
2442367	  959.9	  557.0	  583.0	  960.0	  549.8	  603.0	.....
2442368	  960.0	  557.2	  583.0	  960.1	  549.8	  603.0	.....
2442369	  960.0	  557.2	  583.0	  960.2	  549.8	  602.0	.....
2442370	  960.0	  556.9	  584.0	  960.2	  549.8	  601.0	.....
2442371	  959.9	  556.4	  584.0	  960.1	  549.9	  600.0	.....
MSG	2442718 start_trial 0
MSG	2442718 TRIALID I910C_identical
2442718	  957.1	  554.0	  610.0	  950.5	  549.2	  619.0	.....
2442719	  957.4	  555.6	  611.0	  951.6	  549.3	  619.0	.....
2442720	  957.0	  556.4	  610.0	  952.8	  549.7	  619.0	.....
2442721	  956.5	  556.5	  610.0	  954.2	  550.1	  620.0	.....
2442722	  956.0	  556.5	  610.0	  954.3	  550.5	  621.0	.....
2442723	  956.1	  556.4	  610.0	  954.4	  550.6	  622.0	.....
2442724	  956.2	  556.2	  610.0	  954.4	  550.5	  622.0	.....
2442725	  956.1	  556.1	  610.0	  954.3	  550.2	  622.0	.....
MSG	2442726 GAZE TARGET ON
2442726	  955.9	  556.1	  610.0	  954.5	  549.8	  623.0	.....
MSG	2442727 var eye_used left
2442727	  956.0	  556.1	  611.0	  954.6	  549.4	  623.0	.....
2442728	  956.4	  556.0	  611.0	  954.1	  549.3	  623.0	.....
2442729	  956.7	  556.1	  612.0	  953.7	  549.6	  622.0	.....
2442730	  956.8	  556.0	  612.0	  953.2	  549.8	  621.0	.....
2442731	  956.6	  555.8	  612.0	  953.3	  550.4	  620.0	.....
2442732	  956.5	  555.6	  612.0	  953.2	  550.9	  621.0	.....
2442733	  956.8	  555.6	  613.0	  953.1	  551.0	  622.0	.....
2442734	  957.3	  555.6	  613.0	  953.0	  550.7	  622.0	.....
2442735	  957.7	  555.7	  612.0	  953.0	  550.1	  621.0	.....
2442736	  957.4	  555.7	  611.0	  952.9	  549.9	  619.0	.....
2442737	  957.0	  555.8	  610.0	  953.0	  549.8	  619.0	.....
2442738	  956.6	  555.8	  609.0	  953.0	  550.1	  619.0	.....
2442739	  956.7	  555.2	  608.0	  953.1	  550.5	  618.0	.....
2442740	  956.8	  554.6	  608.0	  953.0	  549.9	  618.0	.....
2442741	  957.0	  553.9	  608.0	  952.8	  549.4	  618.0	.....
2442742	  957.5	  553.9	  608.0	  952.7	  549.1	  619.0	.....
2442743	  958.0	  554.0	  608.0	  952.8	  549.6	  619.0	.....
2442744	  957.9	  554.4	  608.0	  953.0	  549.1	  621.0	.....
2442745	  957.6	  554.8	  608.0	  953.4	  548.4	  622.0	.....
2442746	  957.4	  554.9	  608.0	  953.8	  547.8	  623.0	.....
2442747	  957.6	  554.5	  608.0	  953.8	  548.0	  623.0	.....
2442748	  957.7	  554.3	  607.0	  953.7	  548.1	  622.0	.....
2442749	  957.6	  554.4	  607.0	  953.6	  548.2	  621.0	.....
2442750	  957.4	  555.0	  608.0	  953.7	  548.3	  620.0	.....
2442751	  957.5	  556.0	  608.0	  953.7	  548.3	  620.0	.....
2442752	  957.8	  557.0	  608.0	  953.6	  548.5	  620.0	.....
2442753	  958.2	  557.4	  607.0	  953.6	  548.9	  620.0	.....
2442754	  958.3	  557.3	  607.0	  953.5	  549.4	  620.0	.....
2442755	  958.3	  557.0	  607.0	  953.4	  549.3	  620.0	.....
2442756	  958.3	  556.9	  607.0	  953.4	  548.6	  619.0	.....
2442757	  958.3	  556.8	  608.0	  953.4	  548.0	  619.0	.....
2442758	  958.3	  556.4	  607.0	  953.8	  547.5	  618.0	.....
2442759	  958.2	  556.0	  607.0	  954.3	  547.1	  618.0	.....
2442760	  958.3	  555.9	  607.0	  954.8	  546.7	  617.0	.....
